Dex,Pokemon,Moves,Levels
690,skrelp,"tackle, takedown, tailwhip, acid, watergun, hydropump, surf, thunderbolt, toxic, doubleteam, smokescreen, haze, waterfall, bubble, rest, substitute, thief, snore, spite, protect, scaryface, feintattack, sludgebomb, mudslap, icywind, outrage, endure, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, shadowball, whirlpool, hail, facade, secretpower, dive, camouflage, muddywater, bounce, mudshot, poisontail, waterpulse, toxicspikes, aquatail, dragonpulse, gunkshot, venoshock, sludgewave, acidspray, round, scald, dragontail, playrough, confide, venomdrench, liquidation, scaleshot, flipturn, terablast, snowscape, chillingwater","1, 101, 9, 15, 1, 42, 101, 101, 32, 28, 1, 101, 101, 12, 101, 101, 101, 101, 101, 101, 101, 5, 38, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 19, 101, 101, 101, 23, 25, 101, 35, 49, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
691,dragalge,"tackle, takedown, tailwhip, acid, watergun, hydropump, surf, hyperbeam, thunderbolt, thunder, toxic, doubleteam, smokescreen, haze, waterfall, bubble, rest, substitute, thief, snore, spite, protect, scaryface, feintattack, sludgebomb, mudslap, icywind, outrage, endure, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, twister, raindance, shadowball, whirlpool, hail, facade, secretpower, dive, camouflage, muddywater, bounce, mudshot, poisontail, waterpulse, toxicspikes, aquatail, dragonpulse, focusblast, gigaimpact, dracometeor, gunkshot, venoshock, sludgewave, acidspray, round, scald, dragontail, playrough, confide, venomdrench, liquidation, scaleshot, flipturn, terablast, snowscape, chillingwater","1, 101, 9, 15, 1, 42, 101, 101, 101, 101, 32, 28, 1, 101, 101, 12, 101, 101, 101, 101, 101, 101, 101, 5, 38, 101, 101, 66, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 19, 101, 101, 101, 23, 25, 101, 35, 53, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101"
692,clauncher,"vicegrip, swordsdance, cut, takedown, watergun, hydropump, surf, icebeam, blizzard, bubblebeam, toxic, doubleteam, waterfall, bubble, splash, crabhammer, rest, rockslide, substitute, thief, snore, flail, protect, sludgebomb, mudslap, icywind, endure, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, facade, helpinghand, secretpower, dive, weatherball, muddywater, bounce, mudshot, watersport, waterpulse, uturn, aurasphere, darkpulse, dragonpulse, flashcannon, aquajet, honeclaws, venoshock, smackdown, sludgewave, round, scald, confide, liquidation, flipturn, terablast, pounce, chillingwater","9, 25, 101, 101, 1, 101, 101, 101, 101, 20, 101, 101, 101, 12, 1, 30, 101, 101, 101, 101, 101, 16, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 48, 45, 101, 7, 34, 101, 40, 101, 101, 101, 43, 25, 101, 39, 101, 101, 101, 101, 101, 101, 101, 101, 101"
693,clawitzer,"vicegrip, swordsdance, cut, bodyslam, takedown, watergun, hydropump, surf, icebeam, blizzard, bubblebeam, hyperbeam, toxic, doubleteam, waterfall, bubble, splash, crabhammer, rest, rockslide, substitute, thief, snore, flail, protect, scaryface, sludgebomb, mudslap, icywind, endure, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, shadowball, facade, helpinghand, secretpower, dive, weatherball, muddywater, bounce, mudshot, watersport, waterpulse, uturn, aurasphere, darkpulse, dragonpulse, focusblast, gigaimpact, flashcannon, aquajet, honeclaws, venoshock, smackdown, sludgewave, round, scald, healpulse, confide, liquidation, flipturn, terablast, pounce, chillingwater","9, 25, 101, 101, 101, 1, 101, 101, 101, 101, 20, 101, 101, 101, 101, 12, 1, 30, 101, 101, 101, 101, 101, 16, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 53, 49, 101, 7, 34, 101, 1, 1, 1, 101, 101, 101, 47, 25, 101, 42, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101"
694,helioptile,"pound, razorwind, cut, tailwhip, surf, thundershock, thunderbolt, thunderwave, thunder, dig, toxic, agility, quickattack, doubleteam, lightscreen, swift, flash, rest, rockslide, substitute, snore, protect, mudslap, sandstorm, endure, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, psychup, facade, charge, secretpower, rocktomb, uturn, darkpulse, grassknot, chargebeam, electroball, lowsweep, round, allyswitch, voltswitch, bulldoze, dragontail, electroweb, wildcharge, paraboliccharge, electrify, confide, electricterrain","1, 22, 101, 1, 101, 6, 49, 31, 101, 101, 101, 101, 17, 101, 101, 101, 101, 101, 101, 101, 101, 101, 13, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 11, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 40, 35, 101, 101, 101, 25, 45, 101, 101"
695,heliolisk,"pound, megapunch, firepunch, thunderpunch, razorwind, cut, megakick, tailwhip, surf, hyperbeam, lowkick, solarbeam, thundershock, thunderbolt, thunderwave, thunder, dig, toxic, agility, quickattack, doubleteam, lightscreen, swift, flash, rest, rockslide, substitute, snore, protect, mudslap, sandstorm, endure, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, sunnyday, psychup, facade, charge, secretpower, hypervoice, weatherball, rocktomb, uturn, darkpulse, dragonpulse, focusblast, gigaimpact, discharge, grassknot, chargebeam, electroball, lowsweep, round, allyswitch, voltswitch, bulldoze, dragontail, electroweb, wildcharge, paraboliccharge, electrify, confide, eerieimpulse, electricterrain, brutalswing, breakingswipe","1, 101, 101, 101, 1, 101, 101, 1, 101, 101, 101, 101, 1, 101, 101, 1, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 1, 101, 1, 101, 101, 101"
696,tyrunt,"stomp, horndrill, tackle, bodyslam, thrash, tailwhip, bite, roar, strength, earthquake, dig, toxic, doubleteam, bide, rest, rockslide, substitute, snore, protect, scaryface, outrage, sandstorm, endure, charm, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, sunnyday, crunch, ancientpower, rocksmash, facade, superpower, brickbreak, secretpower, hypervoice, rocktomb, aerialace, irondefense, dragonclaw, dragondance, rockblast, closecombat, assurance, rockpolish, darkpulse, dragonpulse, earthpower, thunderfang, icefang, firefang, zenheadbutt, ironhead, stoneedge, stealthrock, honeclaws, round, bulldoze, dragontail, playrough, confide, psychicfangs, stompingtantrum","10, 49, 1, 101, 40, 1, 17, 6, 101, 44, 101, 101, 101, 12, 101, 101, 101, 101, 101, 101, 101, 101, 101, 20, 101, 101, 101, 101, 101, 101, 101, 101, 34, 26, 101, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 15, 101, 101, 101, 30, 101, 101, 101, 101"
697,tyrantrum,"stomp, horndrill, tackle, bodyslam, thrash, tailwhip, bite, roar, hyperbeam, strength, earthquake, dig, toxic, doubleteam, bide, rest, rockslide, substitute, snore, protect, scaryface, outrage, sandstorm, endure, charm, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, sunnyday, crunch, ancientpower, rocksmash, facade, superpower, brickbreak, secretpower, hypervoice, rocktomb, aerialace, irondefense, dragonclaw, dragondance, rockblast, closecombat, assurance, rockpolish, darkpulse, dragonpulse, earthpower, gigaimpact, thunderfang, icefang, firefang, zenheadbutt, ironhead, stoneedge, stealthrock, headsmash, honeclaws, round, bulldoze, dragontail, playrough, confide, highhorsepower, brutalswing, psychicfangs, stompingtantrum, breakingswipe","10, 53, 1, 101, 42, 1, 17, 6, 101, 101, 47, 101, 101, 101, 12, 101, 68, 101, 101, 101, 101, 101, 101, 101, 20, 101, 101, 101, 101, 101, 101, 101, 101, 34, 26, 101, 101, 101, 101, 101, 101, 101, 101, 101, 37, 101, 101, 101, 101, 101, 101, 101, 101, 75, 101, 101, 101, 101, 101, 101, 15, 1, 101, 101, 101, 30, 101, 101, 101, 101, 101, 101, 101"
698,amaura,"bodyslam, takedown, growl, roar, mist, icebeam, blizzard, aurorabeam, hyperbeam, thunderbolt, thunderwave, rockthrow, toxic, doubleteam, lightscreen, reflect, dreameater, flash, rest, rockslide, substitute, snore, powdersnow, protect, icywind, outrage, sandstorm, endure, swagger, attract, sleeptalk, return, frustration, safeguard, encore, irontail, hiddenpower, raindance, psychup, ancientpower, rocksmash, hail, facade, naturepower, secretpower, hypervoice, weatherball, rocktomb, irondefense, mudshot, calmmind, rockblast, rockpolish, darkpulse, earthpower, avalanche, zenheadbutt, flashcannon, ironhead, stoneedge, stealthrock, chargebeam, round, echoedvoice, bulldoze, frostbreath, dragontail, freezedry, confide","101, 15, 1, 101, 18, 50, 65, 20, 57, 101, 5, 10, 101, 101, 47, 101, 101, 101, 101, 101, 101, 101, 1, 101, 13, 101, 101, 101, 101, 101, 101, 101, 101, 101, 44, 101, 101, 101, 101, 26, 101, 38, 101, 41, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 34, 101, 101, 101, 101, 101, 101, 30, 101, 101, 101, 101, 36, 101"
699,aurorus,"bodyslam, takedown, growl, roar, mist, icebeam, blizzard, aurorabeam, hyperbeam, thunderbolt, thunderwave, thunder, rockthrow, earthquake, toxic, psychic, doubleteam, lightscreen, reflect, dreameater, flash, rest, rockslide, substitute, snore, powdersnow, protect, icywind, outrage, sandstorm, endure, swagger, attract, sleeptalk, return, frustration, safeguard, encore, irontail, hiddenpower, raindance, psychup, ancientpower, rocksmash, hail, facade, naturepower, secretpower, hypervoice, weatherball, rocktomb, iciclespear, irondefense, mudshot, calmmind, rockblast, rockpolish, darkpulse, earthpower, gigaimpact, avalanche, zenheadbutt, flashcannon, ironhead, stoneedge, stealthrock, chargebeam, round, echoedvoice, bulldoze, frostbreath, dragontail, freezedry, confide","101, 15, 1, 101, 18, 56, 74, 20, 63, 101, 5, 101, 10, 101, 101, 101, 101, 50, 101, 101, 101, 101, 101, 101, 101, 1, 101, 13, 101, 101, 101, 101, 101, 101, 101, 101, 101, 46, 101, 101, 101, 101, 26, 101, 38, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 34, 101, 101, 101, 101, 101, 101, 30, 101, 101, 101, 101, 1, 101"
700,sylveon,"payday, cut, sandattack, tackle, bodyslam, takedown, doubleedge, tailwhip, bite, growl, roar, hyperbeam, dig, toxic, psychic, quickattack, doubleteam, lightscreen, reflect, focusenergy, swift, flash, rest, substitute, snore, curse, protect, endure, charm, swagger, attract, sleeptalk, return, frustration, safeguard, batonpass, irontail, hiddenpower, raindance, sunnyday, psychup, shadowball, facade, helpinghand, skillswap, secretpower, hypervoice, weatherball, faketears, covet, magicalleaf, calmmind, copycat, lastresort, gigaimpact, psyshock, round, echoedvoice, storedpower, retaliate, workup, disarmingvoice, drainingkiss, mistyterrain, playrough, fairywind, moonblast, confide, mysticalfire, dazzlinggleam, babydolleyes, mistyexplosion, terablast, trailblaze, alluringvoice","101, 101, 5, 1, 101, 1, 1, 1, 1, 1, 101, 101, 101, 101, 101, 13, 101, 33, 101, 101, 17, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 45, 101, 101, 1, 25, 101, 101, 101, 101, 1, 101, 101, 1, 41, 101, 101, 101, 101, 101, 101, 101, 1, 20, 29, 101, 9, 37, 101, 101, 101, 9, 101, 101, 101, 101"
701,hawlucha,"karatechop, megapunch, firepunch, thunderpunch, swordsdance, cut, wingattack, fly, megakick, tackle, bodyslam, takedown, hyperbeam, submission, lowkick, strength, dig, toxic, agility, doubleteam, swift, highjumpkick, skyattack, rest, rockslide, substitute, thief, snore, reversal, protect, detect, endure, falseswipe, swagger, steelwing, attract, sleeptalk, return, frustration, batonpass, encore, hiddenpower, raindance, sunnyday, rocksmash, uproar, torment, facade, focuspunch, taunt, helpinghand, superpower, revenge, brickbreak, endeavor, secretpower, featherdance, rocktomb, aerialace, bulkup, bounce, roost, uturn, closecombat, payback, assurance, fling, poisonjab, xscissor, drainpunch, focusblast, bravebird, gigaimpact, zenheadbutt, ironhead, stoneedge, grassknot, honeclaws, lowsweep, round, allyswitch, skydrop, acrobatics, retaliate, workup, flyingpress, confide, poweruppunch, throatchop, lunge, bodypress, coaching, dualwingbeat, terablast, trailblaze, upperhand","4, 101, 101, 101, 60, 101, 8, 101, 101, 1, 101, 101, 101, 24, 101, 101, 101, 101, 101, 101, 101, 44, 48, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 20, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 36, 101, 40, 101, 16, 101, 32, 12, 101, 101, 101, 101, 24, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 55, 101, 101, 101, 28, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
702,dedenne,"thunderpunch, cut, tackle, takedown, tailwhip, hyperbeam, thundershock, thunderbolt, thunderwave, thunder, dig, toxic, agility, doubleteam, lightscreen, swift, flash, rest, superfang, substitute, thief, snore, protect, endure, charm, swagger, attract, sleeptalk, return, frustration, irontail, hiddenpower, raindance, sunnyday, facade, charge, helpinghand, endeavor, secretpower, aerialace, uturn, fling, seedbomb, gigaimpact, discharge, grassknot, chargebeam, electroball, entrainment, round, allyswitch, retaliate, voltswitch, electroweb, wildcharge, paraboliccharge, drainingkiss, mistyterrain, playrough, confide, eerieimpulse, electricterrain, dazzlinggleam, nuzzle, terablast, trailblaze","101, 101, 1, 101, 1, 101, 7, 101, 23, 45, 101, 101, 101, 101, 101, 101, 101, 30, 50, 101, 101, 31, 101, 101, 14, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 11, 101, 101, 101, 101, 101, 101, 101, 101, 50, 101, 34, 101, 39, 101, 101, 101, 26, 101, 101, 17, 101, 101, 42, 101, 101, 101, 101, 20, 101, 101"
703,carbink,"tackle, bodyslam, takedown, doubleedge, hyperbeam, rockthrow, toxic, psychic, doubleteam, harden, lightscreen, reflect, flash, explosion, rest, rockslide, sharpen, substitute, snore, flail, protect, spikes, sandstorm, endure, charm, swagger, sleeptalk, return, frustration, safeguard, hiddenpower, raindance, sunnyday, psychup, ancientpower, hail, facade, naturepower, endeavor, skillswap, secretpower, rocktomb, sandtomb, irondefense, calmmind, rockblast, gravity, gyroball, guardswap, rockpolish, powergem, earthpower, gigaimpact, flashcannon, trickroom, ironhead, stoneedge, stealthrock, guardsplit, wonderroom, smackdown, heavyslam, round, allyswitch, mistyterrain, moonblast, confide, dazzlinggleam, stompingtantrum, bodypress, meteorbeam, mistyexplosion, terablast","1, 101, 101, 101, 101, 5, 101, 101, 101, 1, 60, 18, 101, 101, 101, 101, 8, 101, 101, 35, 101, 101, 101, 101, 101, 101, 101, 101, 101, 70, 101, 101, 101, 101, 31, 101, 101, 101, 101, 40, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 46, 101, 101, 101, 101, 101, 49, 21, 27, 101, 12, 101, 101, 101, 101, 50, 101, 101, 101, 101, 101, 101, 101"
704,goomy,"tackle, bodyslam, takedown, watergun, absorb, thunderbolt, toxic, doubleteam, bide, bubble, rest, rockslide, substitute, snore, curse, flail, protect, sludgebomb, outrage, endure, charm, swagger, attract, sleeptalk, return, frustration, dragonbreath, irontail, hiddenpower, raindance, sunnyday, facade, secretpower, muddywater, mudshot, waterpulse, dragonpulse, dracometeor, sludgewave, round, confide, infestation, skittersmack, terablast, chillingwater","1, 32, 101, 5, 5, 101, 101, 101, 13, 1, 101, 101, 101, 101, 41, 28, 9, 101, 101, 101, 101, 101, 101, 101, 101, 101, 18, 101, 101, 25, 101, 101, 101, 38, 101, 25, 42, 101, 101, 101, 101, 101, 101, 101, 101"
705,sliggoo,"tackle, bodyslam, takedown, watergun, icebeam, blizzard, absorb, thunderbolt, thunder, toxic, doubleteam, bide, bubble, acidarmor, rest, rockslide, substitute, snore, curse, flail, protect, sludgebomb, outrage, endure, charm, swagger, attract, sleeptalk, return, frustration, dragonbreath, irontail, hiddenpower, raindance, sunnyday, facade, secretpower, muddywater, mudshot, waterpulse, dragonpulse, dracometeor, sludgewave, acidspray, round, confide, infestation, skittersmack, terablast, chillingwater","1, 32, 101, 1, 101, 101, 5, 101, 101, 101, 101, 13, 1, 1, 101, 101, 101, 101, 43, 28, 9, 101, 101, 101, 101, 101, 101, 101, 101, 101, 18, 101, 101, 25, 101, 101, 101, 38, 101, 25, 47, 101, 101, 0, 101, 101, 101, 101, 101, 101"
706,goodra,"megapunch, firepunch, thunderpunch, megakick, tackle, bodyslam, takedown, flamethrower, watergun, hydropump, surf, icebeam, blizzard, hyperbeam, strength, absorb, thunderbolt, thunder, earthquake, toxic, doubleteam, bide, fireblast, bubble, rest, rockslide, substitute, snore, curse, flail, protect, sludgebomb, outrage, endure, charm, swagger, attract, sleeptalk, return, frustration, dragonbreath, irontail, hiddenpower, raindance, sunnyday, rocksmash, hail, facade, focuspunch, superpower, knockoff, secretpower, weatherball, muddywater, dragonclaw, mudshot, poisontail, waterpulse, feint, assurance, aquatail, dragonpulse, focusblast, gigaimpact, dracometeor, powerwhip, sludgewave, acidspray, round, scald, incinerate, bulldoze, dragontail, confide, infestation, brutalswing, stompingtantrum, tearfullook, bodypress, breakingswipe, skittersmack, terablast, chillingwater, dragoncheer","101, 101, 101, 101, 1, 32, 101, 101, 1, 101, 101, 101, 101, 101, 101, 5, 101, 101, 101, 101, 101, 13, 101, 1, 101, 101, 101, 101, 43, 28, 9, 101, 1, 101, 101, 101, 101, 101, 101, 101, 18, 101, 101, 25, 101, 101, 101, 101, 101, 101, 101, 101, 101, 38, 101, 101, 1, 25, 1, 101, 50, 47, 101, 101, 101, 55, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101"
707,klefki,"cut, tackle, hyperbeam, thunderwave, toxic, psychic, doubleteam, lightscreen, reflect, swift, rest, substitute, thief, snore, protect, spikes, sandstorm, endure, swagger, attract, sleeptalk, return, frustration, safeguard, hiddenpower, raindance, sunnyday, psychup, torment, facade, recycle, imprison, secretpower, astonish, metalsound, irondefense, calmmind, healblock, lastresort, gigaimpact, mirrorshot, flashcannon, trickroom, psyshock, magicroom, foulplay, round, storedpower, drainingkiss, craftyshield, mistyterrain, playrough, fairywind, fairylock, confide, dazzlinggleam, steelbeam, skittersmack, terablast","101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 15, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 32, 101, 40, 36, 101, 8, 12, 101, 101, 50, 52, 101, 34, 101, 101, 101, 44, 27, 101, 101, 18, 23, 101, 43, 5, 1, 101, 101, 101, 101, 101"
708,phantump,"cut, tackle, strength, leechseed, growth, solarbeam, dig, toxic, psychic, nightshade, doubleteam, confuseray, reflect, dreameater, rest, rockslide, substitute, thief, snore, curse, spite, protect, feintattack, destinybond, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, hiddenpower, raindance, sunnyday, psychup, shadowball, rocksmash, willowisp, facade, naturepower, trick, ingrain, skillswap, imprison, secretpower, astonish, magicalleaf, poisonjab, darkpulse, seedbomb, energyball, shadowclaw, trickroom, grassknot, woodhammer, foulplay, round, allyswitch, hex, bulldoze, hornleech, phantomforce, forestscurse, grassyterrain, confide, venomdrench, branchpoke, grassyglide, skittersmack, lashout, poltergeist, terablast, trailblaze","101, 1, 101, 23, 8, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 28, 101, 101, 19, 39, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 31, 101, 101, 101, 13, 101, 101, 101, 5, 101, 101, 101, 101, 101, 101, 101, 101, 49, 101, 101, 101, 20, 101, 54, 45, 35, 101, 101, 101, 4, 101, 101, 101, 101, 101, 101"
709,trevenant,"cut, tackle, takedown, hyperbeam, strength, leechseed, growth, solarbeam, earthquake, dig, toxic, psychic, nightshade, doubleteam, confuseray, haze, reflect, dreameater, rest, rockslide, substitute, thief, snore, curse, spite, protect, scaryface, feintattack, destinybond, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, hiddenpower, raindance, sunnyday, psychup, shadowball, rocksmash, willowisp, facade, naturepower, trick, ingrain, knockoff, skillswap, imprison, secretpower, astonish, magicalleaf, calmmind, poisonjab, darkpulse, seedbomb, xscissor, drainpunch, focusblast, energyball, gigaimpact, shadowclaw, trickroom, leafstorm, grassknot, woodhammer, honeclaws, foulplay, round, allyswitch, hex, bulldoze, hornleech, phantomforce, forestscurse, grassyterrain, confide, venomdrench, poweruppunch, brutalswing, branchpoke, grassyglide, skittersmack, burningjealousy, lashout, poltergeist, terablast, trailblaze, psychicnoise","101, 1, 101, 101, 101, 23, 8, 101, 101, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 28, 101, 101, 101, 19, 39, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 31, 101, 101, 101, 13, 101, 101, 101, 101, 5, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 55, 101, 101, 101, 49, 101, 101, 101, 101, 20, 101, 1, 45, 35, 101, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101"
710,pumpkaboo-average,"flamethrower, leechseed, razorleaf, solarbeam, toxic, psychic, doubleteam, confuseray, lightscreen, fireblast, dreameater, flash, explosion, rest, rockslide, substitute, thief, snore, protect, scaryface, sludgebomb, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, hiddenpower, sunnyday, shadowball, rocksmash, willowisp, facade, naturepower, trick, skillswap, imprison, secretpower, astonish, bulletseed, gyroball, worryseed, darkpulse, seedbomb, energyball, shadowsneak, trickroom, grassknot, chargebeam, flamecharge, foulplay, round, allyswitch, hex, incinerate, trickortreat, confide, mysticalfire","101, 20, 16, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 4, 101, 101, 101, 101, 101, 101, 101, 101, 101, 42, 101, 101, 36, 101, 101, 101, 101, 1, 101, 101, 101, 1, 26, 101, 11, 101, 48, 101, 30, 101, 101, 101, 101, 101, 101, 101, 101, 101, 6, 101, 101"
711,gourgeist-average,"flamethrower, hyperbeam, leechseed, razorleaf, solarbeam, toxic, psychic, doubleteam, confuseray, lightscreen, fireblast, dreameater, flash, explosion, rest, rockslide, substitute, thief, snore, protect, scaryface, sludgebomb, gigadrain, endure, swagger, attract, sleeptalk, return, frustration, safeguard, painsplit, hiddenpower, sunnyday, shadowball, rocksmash, willowisp, facade, naturepower, trick, skillswap, imprison, secretpower, astonish, bulletseed, gyroball, worryseed, darkpulse, seedbomb, focusblast, energyball, gigaimpact, nastyplot, shadowsneak, trickroom, powerwhip, grassknot, chargebeam, flamecharge, foulplay, round, allyswitch, hex, incinerate, phantomforce, trickortreat, moonblast, confide, mysticalfire, brutalswing","101, 101, 20, 16, 101, 101, 101, 101, 1, 101, 101, 101, 101, 1, 101, 101, 101, 101, 101, 101, 4, 101, 101, 101, 101, 101, 101, 101, 101, 101, 42, 101, 101, 36, 101, 101, 101, 101, 1, 101, 101, 101, 1, 26, 101, 11, 101, 48, 101, 101, 101, 101, 30, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 1, 6, 1, 101, 101, 101"
712,bergmite,"tackle, bodyslam, takedown, doubleedge, bite, surf, icebeam, blizzard, strength, toxic, doubleteam, recover, harden, flash, rest, rockslide, sharpen, substitute, snore, curse, powdersnow, protect, icywind, endure, swagger, attract, sleeptalk, return, frustration, safeguard, rapidspin, hiddenpower, raindance, crunch, rocksmash, hail, facade, secretpower, iceball, rocktomb, iciclespear, irondefense, gyroball, rockpolish, avalanche, icefang, flashcannon, stoneedge, round, bulldoze, frostbreath, confide, terablast, icespinner, snowscape, chillingwater","1, 101, 15, 49, 1, 101, 101, 43, 101, 101, 101, 47, 1, 101, 101, 101, 20, 101, 101, 22, 5, 101, 10, 101, 101, 101, 101, 101, 101, 101, 35, 101, 101, 33, 101, 101, 101, 101, 30, 101, 101, 27, 101, 101, 39, 26, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101"
713,avalugg,"tackle, bodyslam, takedown, doubleedge, bite, roar, hydropump, surf, icebeam, blizzard, hyperbeam, strength, earthquake, toxic, doubleteam, recover, harden, skullbash, flash, rest, rockslide, sharpen, substitute, snore, curse, powdersnow, protect, scaryface, icywind, endure, swagger, attract, sleeptalk, return, frustration, safeguard, rapidspin, hiddenpower, raindance, crunch, rocksmash, hail, facade, superpower, secretpower, iceball, rocktomb, iciclespear, irondefense, gyroball, rockpolish, gigaimpact, avalanche, icefang, flashcannon, ironhead, stoneedge, wideguard, heavyslam, round, bulldoze, frostbreath, iciclecrash, confide, highhorsepower, stompingtantrum, bodypress, terablast, icespinner, snowscape, chillingwater","1, 0, 15, 56, 1, 101, 101, 101, 101, 46, 101, 101, 101, 101, 101, 51, 1, 1, 101, 101, 101, 20, 101, 101, 22, 5, 101, 101, 10, 101, 101, 101, 101, 101, 101, 101, 35, 101, 101, 1, 101, 101, 101, 101, 101, 30, 101, 101, 1, 101, 101, 101, 42, 26, 101, 101, 101, 1, 101, 101, 101, 101, 51, 101, 101, 101, 101, 101, 101, 101, 101"
714,noibat,"razorwind, cut, gust, wingattack, whirlwind, fly, tackle, takedown, bite, supersonic, absorb, solarbeam, toxic, psychic, agility, screech, doubleteam, swift, dreameater, leechlife, rest, superfang, substitute, thief, snore, protect, outrage, endure, swagger, steelwing, attract, sleeptalk, return, frustration, irontail, hiddenpower, sunnyday, shadowball, uproar, heatwave, torment, facade, taunt, brickbreak, secretpower, hypervoice, aircutter, aerialace, dragonclaw, roost, tailwind, uturn, darkpulse, airslash, xscissor, dragonpulse, shadowclaw, dracometeor, round, echoedvoice, acrobatics, wildcharge, hurricane, confide, dualwingbeat, terablast","31, 101, 11, 16, 40, 101, 1, 101, 13, 1, 5, 101, 101, 101, 18, 1, 101, 101, 101, 5, 101, 43, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 101, 23, 101, 101, 27, 35, 101, 101, 48, 101, 101, 101, 101, 101, 101, 101, 101, 58, 101, 101, 101"
